nquest;versao;pf1;idade1;idade;sexo;p1;p2;p2a;p2b;p2c;p3a;p3b;p3c;p3d;p3e;p3f;p3g;p3h;p3i;p3j;p3k;p4a;p4b;p4c;p4d;p4e;p4f;p4g;p4h;p4i;p4j;p4k;p6a;p6b;p6c;p6d;p6e;p6f;p6g;p6h;p6i;p6j;p7a;p7b;p7c;p7d;p7e;p7f;p7g;p7h;p8a;p8b;p8c;p9;p10;p11;p12;partido;religiao;pea;escola;rendaf;regiao;bairro
37455171;9;1;45;4;2;2;2;994;1;0;4;1;2;4;4;3;3;2;3;3;4;3;6;0;0;0;0;0;0;0;0;0;2;2;2;2;96;10;10;96;10;96;1;1;3;2;1;1;1;1;1;7;5;2;2;1;1;95;9;1;3;1;3;56
37455175;9;1;68;5;2;96;96;990;99;0;4;1;3;4;4;4;2;1;4;1;4;3;5;10;0;0;0;0;0;0;0;0;2;2;8;2;6;6;10;8;8;8;1;1;3;2;1;2;1;3;7;1;2;2;1;2;1;8;8;12;1;2;4;47
37455177;9;1;71;5;2;99;6;994;2;99;4;1;1;4;4;3;3;1;4;1;4;99;0;0;0;0;0;0;0;0;0;0;99;99;99;99;99;99;96;99;99;99;1;1;3;1;1;1;1;1;6;2;1;2;1;99;99;96;8;12;5;2;2;41
37455179;9;1;22;1;2;96;96;996;1;0;4;2;2;4;4;4;1;2;4;2;4;2;3;7;0;0;0;0;0;0;0;0;96;96;96;96;96;96;96;96;96;96;1;1;3;1;1;1;1;2;1;2;8;3;2;96;99;96;1;1;5;1;4;78
37455237;9;1;21;1;1;8;8;994;2;3;4;1;1;3;3;1;1;1;2;1;2;6;7;0;0;0;0;0;0;0;0;0;96;3;8;10;3;10;3;8;8;8;1;1;3;3;1;3;1;2;1;2;5;2;2;99;1;10;6;7;6;4;3;92
37455245;9;1;57;4;1;99;7;28;2;2;4;2;3;4;4;4;2;2;3;1;4;1;3;6;8;0;0;0;0;0;0;0;2;2;2;2;6;10;10;8;10;8;1;2;1;3;2;1;2;1;3;4;6;1;1;1;1;96;1;4;2;2;3;22
37455284;9;1;34;2;2;6;6;45;1;0;4;2;1;4;4;2;2;1;2;1;4;3;8;0;0;0;0;0;0;0;0;0;6;96;96;96;6;6;10;6;96;96;1;1;2;1;1;1;1;1;1;8;6;1;1;2;1;4;9;10;5;1;4;5
37455296;9;1;51;4;1;8;8;50;1;0;4;1;1;4;3;1;1;1;1;1;1;2;6;7;9;0;0;0;0;0;0;0;6;3;8;10;3;10;10;8;8;8;1;1;2;1;1;2;1;1;1;2;7;1;1;1;1;96;1;4;4;3;3;42
37455299;9;1;65;5;2;99;6;994;2;10;4;3;1;4;4;2;4;1;4;1;4;3;0;0;0;0;0;0;0;0;0;0;6;2;8;10;6;6;10;6;10;8;1;1;3;1;1;1;1;1;7;1;99;3;3;1;1;96;6;12;4;1;5;66
37455319;9;1;58;4;2;6;10;45;1;0;4;3;3;4;4;3;2;2;4;2;4;3;0;0;0;0;0;0;0;0;0;0;6;96;96;96;6;6;99;6;99;96;2;1;3;1;1;1;1;2;5;1;2;3;3;99;99;4;6;1;4;1;5;62
37455416;9;1;36;3;2;10;10;994;1;0;4;2;2;4;4;4;3;3;4;2;4;7;8;11;0;0;0;0;0;0;0;0;6;3;2;10;3;10;10;6;10;3;1;1;3;3;1;1;1;2;1;7;5;2;2;1;1;96;6;4;3;1;4;5
37455561;9;1;42;3;2;8;8;994;1;0;4;1;1;4;4;1;2;1;3;2;4;1;4;6;9;10;11;0;0;0;0;0;2;2;8;2;96;96;96;8;8;8;1;1;2;2;1;2;1;3;1;5;2;1;3;1;1;96;6;3;8;4;1;92
37455581;9;1;64;5;2;99;10;15;2;96;4;2;3;4;4;3;4;1;4;1;4;5;0;0;0;0;0;0;0;0;0;0;2;3;8;10;3;10;10;8;10;96;1;1;2;2;1;3;1;2;7;1;5;2;2;1;1;96;2;7;2;1;3;56
37455602;9;1;20;1;1;10;10;15;1;0;3;2;1;3;3;2;1;1;3;1;3;2;9;11;0;0;0;0;0;0;0;0;6;3;8;10;6;10;10;6;10;3;1;1;2;2;1;1;1;1;1;2;8;2;2;99;2;1;2;7;3;2;4;75
37455631;9;1;46;4;2;96;2;10;1;0;4;1;1;4;4;4;3;1;4;1;4;3;8;10;0;0;0;0;0;0;0;0;2;2;2;2;96;96;96;96;96;96;1;1;2;3;1;2;1;1;5;7;1;2;1;2;1;96;6;15;5;1;3;15
37455660;9;1;21;1;1;3;10;994;1;0;4;3;2;4;4;4;3;3;4;1;4;2;5;9;11;0;0;0;0;0;0;0;6;3;8;10;3;10;10;8;10;3;1;1;3;1;1;1;1;1;7;8;1;2;2;1;1;96;1;1;6;5;3;17
37455687;9;1;54;4;2;99;6;994;2;99;4;3;3;4;4;3;3;3;4;2;4;3;0;0;0;0;0;0;0;0;0;0;6;2;2;2;6;10;10;6;10;8;1;1;3;2;1;1;1;1;1;8;2;3;1;1;1;96;1;2;1;2;3;69
37455688;9;1;32;2;1;6;6;990;1;0;2;1;1;4;2;1;1;1;1;1;2;3;0;0;0;0;0;0;0;0;0;0;6;2;2;2;6;6;10;6;8;8;1;1;3;1;1;2;1;1;1;5;2;2;1;99;1;96;6;1;5;3;4;994
37455811;9;1;43;3;1;6;6;45;2;10;4;2;2;4;4;2;2;2;2;1;3;2;3;0;0;0;0;0;0;0;0;0;6;96;8;10;6;6;10;6;10;8;1;1;2;2;2;2;1;2;1;2;5;2;1;1;1;96;6;1;5;3;3;92
37455843;9;1;30;2;1;96;2;994;2;8;4;2;2;4;4;4;4;2;4;2;4;3;10;0;0;0;0;0;0;0;0;0;2;2;2;2;6;6;10;6;8;8;1;1;2;2;1;2;1;1;5;7;2;1;1;99;1;96;5;1;5;1;5;66
37455883;9;1;60;5;2;99;2;994;2;10;2;3;1;4;4;2;2;1;4;2;4;18;0;0;0;0;0;0;0;0;0;0;6;2;2;2;6;10;10;8;10;3;1;1;3;1;1;2;1;1;1;2;7;2;2;99;1;96;1;16;5;1;4;46
37455915;9;1;35;3;2;99;2;994;2;96;4;2;1;4;4;4;4;3;4;1;4;1;3;4;5;6;7;8;9;10;11;0;2;2;2;2;96;10;10;96;10;96;1;1;3;1;1;1;1;1;5;1;2;3;1;1;1;96;1;7;5;2;3;17
37455917;9;1;32;2;1;6;6;45;1;0;4;2;1;4;4;1;3;3;3;1;4;2;10;0;0;0;0;0;0;0;0;0;6;3;96;96;6;6;3;6;96;3;1;1;2;2;1;1;1;1;1;2;5;2;1;99;1;4;6;1;5;3;3;69
37455927;9;1;23;1;1;2;2;994;2;3;4;3;2;4;4;4;3;3;4;2;4;10;0;0;0;0;0;0;0;0;0;0;2;2;2;2;3;6;3;8;8;3;1;1;1;1;1;1;1;1;7;1;3;1;2;96;1;96;1;10;5;1;4;47
37455950;9;1;42;3;2;99;6;45;2;3;4;2;1;4;4;1;2;1;1;1;2;2;0;0;0;0;0;0;0;0;0;0;6;3;8;96;6;6;3;6;8;3;1;1;3;3;1;1;1;1;2;5;1;2;2;2;1;96;8;7;7;4;5;48
37455958;9;1;61;5;1;10;10;15;1;0;4;1;1;4;2;2;3;2;2;1;2;6;0;0;0;0;0;0;0;0;0;0;2;3;2;10;3;10;10;8;10;3;1;1;1;1;1;1;1;1;1;8;2;2;2;1;1;96;8;2;3;99;2;38
37455961;9;1;53;4;2;99;10;994;1;0;4;1;1;4;4;2;4;1;4;1;4;2;0;0;0;0;0;0;0;0;0;0;2;2;8;10;3;10;10;8;10;8;1;1;3;1;1;1;1;1;6;7;4;2;1;99;1;96;2;10;1;99;2;41
37455968;9;1;22;1;1;6;6;45;2;3;2;1;1;4;4;1;2;1;2;1;2;7;8;0;0;0;0;0;0;0;0;0;6;3;2;2;6;6;3;6;10;3;1;1;2;2;1;1;1;2;1;2;5;1;2;99;1;4;9;3;7;4;1;44
37455981;9;1;25;2;1;6;6;994;2;7;4;1;1;4;4;1;1;3;4;1;4;1;3;4;5;8;9;10;11;0;0;0;6;2;2;2;6;6;96;6;96;96;1;1;2;2;1;2;1;1;1;2;5;1;2;2;1;96;2;1;5;4;3;22
37455998;9;1;58;4;2;6;6;994;1;0;4;1;1;4;4;2;2;1;4;1;4;1;3;4;5;7;8;9;10;11;0;0;6;2;2;2;6;6;96;6;96;96;1;1;1;1;1;1;1;1;1;8;2;1;2;2;1;1;6;1;1;1;3;12
37456028;9;1;23;1;1;96;96;990;1;0;4;3;1;4;4;1;2;1;1;1;1;2;3;7;9;10;0;0;0;0;0;0;96;96;96;96;96;96;96;96;96;96;2;1;2;2;1;2;2;1;1;8;2;1;3;96;1;96;8;1;7;4;2;64
37456036;9;1;29;2;2;6;6;45;1;0;2;1;1;4;4;1;2;1;2;1;4;3;7;10;0;0;0;0;0;0;0;0;6;96;96;96;6;6;96;6;96;96;1;1;2;2;1;2;1;2;1;2;7;1;1;2;1;96;6;4;5;4;2;71
37456090;9;1;26;2;2;3;3;13;1;0;4;1;1;4;4;2;3;2;4;2;4;1;5;7;0;0;0;0;0;0;0;0;99;3;96;10;3;10;3;6;10;3;1;1;2;2;1;1;1;1;1;5;6;1;1;1;1;96;6;1;7;2;5;48
37456136;9;1;51;4;2;99;2;994;1;0;4;2;1;4;4;3;2;1;2;1;4;1;3;4;5;7;10;11;0;0;0;0;2;2;2;2;96;96;96;8;8;8;1;1;99;99;1;1;2;1;1;5;99;1;1;1;1;96;6;4;3;1;3;17
37456154;9;1;32;2;1;10;6;45;2;10;4;1;4;4;4;1;4;1;4;1;4;1;3;4;9;0;0;0;0;0;0;0;6;2;2;10;6;6;10;6;10;8;1;1;1;1;1;1;2;2;6;1;2;1;1;99;1;95;6;4;5;1;3;56
37456158;9;1;54;4;2;3;3;13;2;8;4;3;2;4;4;3;3;1;3;1;3;6;0;0;0;0;0;0;0;0;0;0;6;3;8;10;3;10;3;8;10;8;1;1;1;3;1;1;1;2;1;2;5;1;2;1;1;96;1;11;5;2;4;5
37456159;9;1;26;2;2;6;6;45;1;0;4;3;3;4;4;3;4;3;4;3;4;3;0;0;0;0;0;0;0;0;0;0;6;2;8;10;6;6;10;6;10;8;1;1;3;3;1;3;2;3;2;1;5;3;3;2;1;96;1;2;5;1;4;28
37456187;9;1;36;3;1;2;2;10;2;6;4;1;1;4;4;4;4;2;4;1;4;1;5;7;8;9;11;0;0;0;0;0;2;2;2;2;6;10;10;6;10;3;1;1;3;1;1;1;2;1;1;4;3;1;1;1;1;2;6;4;5;3;4;82
37456228;9;1;44;3;1;3;3;13;1;0;4;3;2;4;4;3;3;1;4;2;4;2;0;0;0;0;0;0;0;0;0;0;96;3;8;10;3;10;3;8;8;3;1;1;3;1;1;1;1;1;2;1;7;1;1;1;1;2;1;1;2;1;4;78
37456255;9;1;55;4;1;3;3;13;1;0;4;2;1;4;4;4;4;2;3;2;4;6;0;0;0;0;0;0;0;0;0;0;2;3;2;2;3;96;3;96;96;3;1;1;3;1;1;1;1;1;5;4;2;2;1;1;1;2;1;2;3;1;2;50
37456259;9;1;54;4;1;10;10;15;1;0;4;1;1;4;4;3;3;1;4;1;4;3;0;0;0;0;0;0;0;0;0;0;6;2;8;10;6;10;10;8;10;8;1;2;2;2;1;1;1;3;5;4;99;2;2;1;1;96;1;10;1;1;4;18
37456264;9;1;23;1;2;10;10;990;2;2;2;1;1;4;4;4;2;1;3;1;4;7;0;0;0;0;0;0;0;0;0;0;2;2;2;2;3;10;3;6;10;3;1;1;2;3;1;1;1;1;1;2;7;2;2;1;1;2;1;11;7;1;4;35
37456295;9;1;52;4;1;6;6;45;1;0;4;1;1;4;4;2;3;1;4;1;3;1;2;3;4;5;7;8;9;10;0;0;6;96;96;96;6;6;96;6;96;96;1;1;1;1;1;1;3;1;1;5;6;1;1;2;1;96;6;1;7;5;5;90
37456307;9;1;54;4;2;96;96;990;2;6;4;4;4;4;4;4;4;2;4;2;4;2;0;0;0;0;0;0;0;0;0;0;6;96;8;96;6;6;96;6;8;8;1;1;3;3;1;1;1;1;5;7;8;2;2;1;1;96;6;1;4;3;4;28
37456320;9;1;34;2;1;6;6;45;1;0;4;1;1;4;4;1;1;1;3;1;3;3;7;0;0;0;0;0;0;0;0;0;6;2;2;2;6;6;10;6;10;8;1;1;2;2;1;1;1;2;7;2;6;2;2;2;1;96;6;2;7;4;4;54
37456325;9;1;52;4;1;3;3;13;1;0;4;1;1;3;1;1;2;1;2;1;4;8;9;0;0;0;0;0;0;0;0;0;6;3;2;2;3;6;3;6;96;3;1;1;1;2;1;1;1;1;1;6;7;1;1;1;1;2;6;4;1;3;4;31
37456335;9;1;59;4;1;99;8;994;1;0;1;3;2;4;4;1;3;1;3;1;4;99;0;0;0;0;0;0;0;0;0;0;6;2;8;10;6;10;10;8;8;8;1;1;1;1;1;1;1;1;5;2;1;1;1;2;1;2;6;7;2;1;5;62
37456348;9;1;33;2;2;3;3;13;1;0;4;3;1;4;4;3;3;1;3;1;4;6;0;0;0;0;0;0;0;0;0;0;96;3;8;96;3;96;3;8;8;3;1;1;2;3;1;3;2;1;5;1;2;2;1;1;1;2;1;10;5;1;3;69
37456373;9;1;42;3;1;6;6;45;1;0;4;1;1;4;4;1;2;2;2;1;4;2;3;0;0;0;0;0;0;0;0;0;6;96;96;96;6;6;96;6;96;96;1;1;2;1;1;1;1;1;1;2;8;1;1;2;2;96;6;1;5;4;3;72
37456380;9;1;28;2;2;10;10;15;1;0;4;2;2;3;3;3;2;1;3;2;3;3;6;0;0;0;0;0;0;0;0;0;2;2;8;10;96;10;10;8;10;8;1;1;3;3;1;1;1;2;1;2;5;2;99;1;1;96;6;1;7;3;1;49
37456381;9;1;44;3;1;99;2;994;2;6;4;1;1;4;2;1;4;1;4;1;4;10;0;0;0;0;0;0;0;0;0;0;2;2;2;2;6;6;3;6;8;3;1;1;2;1;1;1;1;2;1;4;2;2;1;1;1;4;6;7;2;2;3;42
37456389;9;1;61;5;2;2;2;10;1;0;3;2;2;4;4;3;1;3;3;2;4;1;3;4;5;6;7;8;9;10;11;0;2;2;2;2;3;6;3;6;96;3;1;1;99;1;1;1;1;1;4;8;1;99;1;99;1;1;1;11;3;3;4;78
37456399;9;1;38;3;1;2;2;994;1;0;4;1;1;4;4;1;1;3;1;1;3;3;0;0;0;0;0;0;0;0;0;0;2;2;2;2;6;6;10;6;10;8;1;1;2;2;1;2;1;1;1;7;5;1;1;2;1;96;6;1;5;3;3;22
37456408;9;1;34;2;1;98;2;994;1;0;4;1;1;4;4;4;4;2;4;2;4;1;3;4;5;6;7;8;9;10;11;0;2;2;2;2;6;6;10;6;10;8;1;1;2;2;1;1;1;1;1;3;8;1;3;2;1;96;6;10;2;1;3;17
37456430;9;1;64;5;2;2;2;994;1;0;2;2;2;3;2;2;2;2;2;2;2;1;11;0;0;0;0;0;0;0;0;0;2;2;2;2;3;6;3;6;10;3;1;1;2;2;1;1;1;1;1;2;5;2;1;1;1;95;2;12;2;2;4;46
37456472;9;1;48;4;1;2;2;10;2;10;4;1;2;4;4;4;2;2;4;2;4;1;3;6;7;8;9;11;0;0;0;0;2;2;2;99;96;10;10;96;10;96;1;1;1;1;1;1;1;2;1;2;4;1;1;1;1;96;2;7;5;1;3;17
37456523;9;1;22;1;2;6;6;45;2;96;3;1;1;4;3;1;1;2;1;1;3;2;3;0;0;0;0;0;0;0;0;0;6;2;96;2;6;6;3;6;96;96;1;1;2;1;1;3;2;2;1;2;5;1;1;2;1;4;6;1;7;4;1;7
37456525;9;1;59;4;1;6;6;45;1;0;4;1;1;4;2;1;3;1;2;1;4;2;3;10;0;0;0;0;0;0;0;0;6;3;2;2;6;6;10;6;10;3;1;1;1;2;1;1;1;1;1;2;3;1;1;99;1;96;1;12;3;4;3;45
37456537;9;1;56;4;2;99;6;45;2;2;4;1;1;4;4;1;2;1;4;1;4;3;8;10;0;0;0;0;0;0;0;0;6;2;2;2;6;6;3;6;99;3;1;1;3;1;1;1;1;1;1;2;7;2;2;2;1;96;1;11;4;1;4;47
37456590;9;1;51;4;2;10;3;13;1;0;4;1;1;4;3;2;2;2;3;1;3;6;0;0;0;0;0;0;0;0;0;0;96;3;8;10;3;10;3;8;10;3;1;1;3;3;1;2;2;1;1;5;7;1;2;1;1;2;1;11;6;3;4;45
37456594;9;1;75;5;2;6;6;994;1;0;3;2;2;4;4;2;3;1;4;1;4;2;8;10;0;0;0;0;0;0;0;0;6;3;8;10;6;6;3;6;8;8;2;2;1;2;2;1;1;1;6;7;2;1;1;2;1;95;6;12;2;3;5;2
37456595;9;1;30;2;2;99;3;994;2;2;4;2;2;4;3;4;4;2;4;4;4;6;11;0;0;0;0;0;0;0;0;0;2;3;2;2;3;10;3;99;10;3;1;1;2;2;1;1;1;2;2;1;7;2;1;2;1;4;2;2;7;3;3;92
37456597;9;1;20;1;1;6;6;994;2;10;4;2;2;2;4;1;4;4;4;1;2;1;3;5;7;8;9;11;0;0;0;0;6;2;8;2;6;6;3;6;8;8;1;2;3;3;1;3;1;1;5;7;8;2;2;99;1;95;1;7;5;2;3;42
37456632;9;1;45;4;2;2;2;994;2;6;4;1;1;4;4;2;3;1;4;1;4;7;0;0;0;0;0;0;0;0;0;0;2;2;2;2;6;6;10;6;8;8;1;1;3;2;1;2;1;2;1;2;7;2;1;2;1;96;2;1;5;2;2;13
37456652;9;1;37;3;1;2;2;994;1;0;4;1;3;4;4;2;4;1;4;1;4;3;8;10;0;0;0;0;0;0;0;0;2;2;2;2;6;6;3;6;8;8;1;1;2;2;1;2;1;1;5;1;2;2;1;2;1;98;6;1;5;3;3;81
37456660;9;1;57;4;2;99;96;990;99;0;4;2;2;2;4;4;4;2;4;2;4;18;0;0;0;0;0;0;0;0;0;0;96;96;8;10;96;10;10;8;10;8;1;1;3;2;1;3;2;2;5;2;7;2;1;99;1;96;6;10;5;1;4;75
37456663;9;1;34;2;2;99;7;994;2;8;4;2;1;4;4;2;1;2;4;1;4;10;0;0;0;0;0;0;0;0;0;0;96;96;8;96;96;96;96;8;8;8;1;1;3;2;1;1;1;1;4;5;2;2;2;96;1;96;6;1;8;2;3;49
37456667;9;1;63;5;2;96;96;996;1;0;2;2;1;1;1;1;2;2;1;1;1;19;0;0;0;0;0;0;0;0;0;0;96;96;96;96;96;96;96;96;96;96;1;1;1;1;1;1;1;3;4;2;1;1;1;99;1;96;6;1;5;4;4;36
37456669;9;1;67;5;2;96;9;994;2;2;4;2;1;4;4;3;2;1;2;1;4;3;10;0;0;0;0;0;0;0;0;0;2;2;8;2;6;6;96;8;8;8;1;1;1;1;1;1;1;2;1;4;5;2;1;1;1;96;6;12;5;1;4;28
37456670;9;1;38;3;1;10;10;994;2;8;4;3;1;4;4;3;3;1;4;1;4;2;6;0;0;0;0;0;0;0;0;0;96;3;8;10;3;10;10;8;10;8;1;1;2;2;1;2;2;1;1;5;2;1;2;1;1;96;6;1;5;2;3;42
37456693;9;1;29;2;2;2;2;994;99;0;3;1;1;4;3;4;4;1;4;4;4;18;0;0;0;0;0;0;0;0;0;0;2;2;2;2;96;10;96;96;96;96;1;1;1;1;1;1;3;1;1;2;8;2;1;1;1;96;6;11;2;1;4;75
37456698;9;1;47;4;1;2;2;10;1;0;4;1;1;4;4;1;3;1;3;1;4;3;8;0;0;0;0;0;0;0;0;0;2;2;2;2;6;10;10;6;10;96;1;1;1;1;1;1;3;1;5;1;2;1;2;2;1;96;6;1;4;4;2;71
37456725;9;1;64;5;2;6;6;45;2;3;4;2;2;4;4;2;1;1;2;1;3;4;5;7;0;0;0;0;0;0;0;0;6;2;2;2;6;6;3;6;8;3;1;1;2;2;1;2;1;2;1;5;7;2;2;1;1;96;8;7;7;1;3;79
37456734;9;1;49;4;1;6;6;45;1;0;4;2;2;4;4;1;2;1;2;1;2;2;8;10;0;0;0;0;0;0;0;0;6;3;8;10;6;6;3;6;10;3;1;1;1;2;1;1;2;3;1;2;5;1;3;2;1;4;5;1;7;5;4;78
37456745;9;1;22;1;1;96;96;990;1;0;4;2;1;2;3;2;3;2;2;2;1;19;0;0;0;0;0;0;0;0;0;0;96;96;96;96;96;96;96;96;96;96;1;1;3;2;1;1;1;1;1;7;2;2;3;96;1;96;6;10;7;4;2;29
37456754;9;1;47;4;1;6;6;45;1;0;4;3;1;4;4;1;2;3;3;1;3;2;3;0;0;0;0;0;0;0;0;0;6;2;2;10;6;6;10;6;10;3;1;1;2;2;1;2;1;1;1;2;8;1;2;2;1;96;6;1;7;4;3;72
37456768;9;1;22;1;1;2;2;10;1;0;4;1;2;4;3;3;4;3;4;2;4;7;0;0;0;0;0;0;0;0;0;0;2;2;2;2;6;10;10;6;10;3;1;1;3;1;1;1;1;1;7;1;2;2;2;1;99;96;6;1;3;2;4;24
37456788;9;1;44;3;1;98;6;994;99;0;4;2;2;4;4;2;4;2;4;2;4;8;9;0;0;0;0;0;0;0;0;0;6;3;96;10;6;6;96;6;10;3;1;1;2;99;1;1;1;1;1;5;2;99;2;99;1;96;6;7;2;99;3;45
37456818;9;1;32;2;1;6;6;994;2;2;4;1;1;4;4;3;2;3;4;1;4;1;7;0;0;0;0;0;0;0;0;0;6;2;2;10;6;6;10;6;10;96;1;1;2;2;1;1;1;1;1;7;5;2;1;2;1;96;6;1;5;3;4;87
37456819;9;1;52;4;2;6;6;45;1;0;4;3;3;4;4;3;3;3;3;2;4;1;3;8;0;0;0;0;0;0;0;0;6;2;2;2;6;6;10;6;10;8;1;1;2;3;1;2;1;3;1;2;3;1;2;1;1;96;6;1;1;3;4;82
37456831;9;1;20;1;2;6;6;45;1;0;4;1;2;4;4;1;3;3;3;1;3;3;10;0;0;0;0;0;0;0;0;0;6;2;8;2;6;6;10;6;8;8;1;1;1;1;1;1;1;1;1;6;7;1;1;2;1;4;1;1;5;2;4;78
37456833;9;1;41;3;1;96;96;990;1;0;4;1;1;4;4;3;1;1;4;1;4;3;7;0;0;0;0;0;0;0;0;0;2;2;8;2;96;96;96;8;8;8;1;2;2;2;2;2;1;2;1;7;2;1;1;2;1;96;1;1;5;2;2;41
37456836;9;1;46;4;1;6;6;45;1;0;2;1;1;2;2;1;2;1;1;1;2;3;8;10;0;0;0;0;0;0;0;0;6;96;96;96;6;6;96;6;96;96;1;1;1;1;1;1;1;1;5;3;8;1;1;2;1;96;6;4;5;1;2;51
37456837;9;1;72;5;2;6;6;45;1;0;2;3;2;2;4;1;4;2;1;2;4;2;8;10;0;0;0;0;0;0;0;0;6;96;96;96;6;6;96;6;96;96;1;1;2;1;2;2;1;2;1;7;2;1;1;2;1;96;5;12;5;3;5;96
37456854;9;1;91;5;1;98;96;996;1;0;4;4;4;4;4;4;4;2;4;2;4;2;0;0;0;0;0;0;0;0;0;0;2;2;2;2;96;96;96;96;96;96;1;1;3;3;1;3;1;1;1;5;2;3;3;99;99;96;1;12;1;1;3;17
37456891;9;1;47;4;1;96;96;990;1;0;4;1;1;4;4;2;1;1;2;1;4;19;0;0;0;0;0;0;0;0;0;0;96;96;96;96;96;96;96;96;96;96;1;1;1;1;1;2;1;1;1;5;2;1;1;1;1;96;1;1;3;2;4;74
37456933;9;1;65;5;2;2;2;10;1;0;4;1;3;4;4;4;4;2;4;2;4;99;0;0;0;0;0;0;0;0;0;0;2;2;2;2;3;10;3;8;8;8;1;1;1;1;1;1;1;1;5;1;7;2;1;99;1;96;1;12;1;1;2;50
37456938;9;1;60;5;1;10;10;994;1;0;4;1;1;4;4;2;2;1;4;1;4;1;3;5;7;11;0;0;0;0;0;0;6;96;8;10;6;10;10;6;10;8;1;1;1;2;1;2;1;1;5;7;8;1;1;2;1;4;6;4;8;4;5;61
37456982;9;1;22;1;2;99;10;994;99;0;2;2;3;2;3;2;3;2;2;3;2;2;0;0;0;0;0;0;0;0;0;0;6;3;96;10;3;10;10;96;96;3;2;1;3;1;1;1;1;1;1;2;7;2;2;99;1;96;6;2;5;3;5;41
37457024;9;1;35;3;1;2;2;994;1;0;4;1;1;4;4;3;2;2;4;2;4;3;4;7;8;10;11;0;0;0;0;0;2;2;2;2;6;6;3;6;10;3;1;1;2;2;1;1;1;1;1;7;6;1;1;1;1;96;6;4;5;2;4;45
37457027;9;1;32;2;1;2;2;10;1;0;4;3;3;4;4;3;3;3;4;3;4;3;0;0;0;0;0;0;0;0;0;0;2;2;2;2;6;10;10;6;10;8;1;1;3;1;1;1;1;3;1;2;7;2;1;99;1;96;6;2;5;1;4;36
37457054;9;1;33;2;2;96;96;996;1;0;4;1;1;4;4;2;2;1;4;1;3;3;7;10;0;0;0;0;0;0;0;0;6;2;96;2;6;6;96;6;8;8;1;2;3;3;2;2;1;2;1;7;8;2;2;96;1;96;8;1;7;2;3;17
37457067;9;1;36;3;1;98;96;990;2;2;4;1;1;4;4;2;3;1;3;1;4;7;10;11;0;0;0;0;0;0;0;0;2;2;2;2;6;6;10;6;8;8;1;1;1;1;1;3;2;2;3;2;1;1;1;2;1;1;6;1;7;2;2;83
37457090;9;1;39;3;2;10;10;994;2;96;4;1;1;4;4;2;1;1;2;1;4;3;5;0;0;0;0;0;0;0;0;0;2;2;8;10;96;10;10;8;10;8;1;1;2;2;1;1;1;2;1;7;5;2;2;95;1;96;6;9;5;3;3;56
37457092;9;1;51;4;2;96;99;990;0;0;4;1;1;4;4;2;1;1;4;1;4;1;2;8;9;0;0;0;0;0;0;0;96;96;96;10;96;10;10;96;10;96;1;1;1;3;2;1;1;2;1;5;6;1;1;2;1;96;3;12;5;2;4;20
37457108;9;1;50;4;2;96;96;990;1;0;4;1;1;4;4;3;4;2;4;1;4;19;0;0;0;0;0;0;0;0;0;0;96;3;96;96;3;96;3;96;96;96;1;1;3;1;1;1;1;2;1;5;99;3;3;1;1;96;6;11;3;3;3;37
37457114;9;1;35;3;1;10;10;15;1;0;4;2;2;4;4;3;4;4;4;2;4;2;6;0;0;0;0;0;0;0;0;0;2;3;2;10;3;10;10;6;10;3;1;1;2;3;1;1;2;99;5;1;6;2;2;99;1;4;6;4;3;2;4;31
37457117;9;1;51;4;1;2;2;994;1;0;4;2;2;4;4;2;4;2;4;1;4;10;0;0;0;0;0;0;0;0;0;0;2;2;2;2;6;6;96;8;8;8;1;1;2;3;1;3;1;1;1;5;8;1;1;1;1;96;6;7;1;2;3;17
37457126;9;1;23;1;2;6;6;45;1;0;4;1;1;4;4;1;1;1;4;1;2;1;4;5;9;0;0;0;0;0;0;0;6;2;2;2;6;6;3;6;8;8;1;1;3;1;1;3;1;1;5;1;7;2;1;2;1;4;2;2;7;2;4;1
37457127;9;1;46;4;1;6;6;45;2;8;4;1;1;4;3;1;1;1;2;1;3;2;3;0;0;0;0;0;0;0;0;0;2;3;8;10;6;6;10;6;8;8;1;1;2;1;1;1;1;1;5;7;1;1;1;1;1;95;6;1;3;3;4;28
37457130;9;1;48;4;2;2;2;994;1;0;4;1;1;4;3;1;3;1;3;1;4;3;8;0;0;0;0;0;0;0;0;0;2;2;2;2;6;6;10;6;10;3;1;1;2;2;1;2;1;3;1;2;5;2;2;2;1;96;1;1;7;2;5;48
37457188;9;1;67;5;2;99;7;28;1;0;3;3;3;3;3;3;2;3;3;3;3;1;2;3;4;5;6;8;9;10;11;0;6;3;8;96;3;6;3;6;96;3;1;1;2;1;1;2;1;1;5;1;7;2;2;99;1;96;6;12;2;2;3;22
37457190;9;1;79;5;1;96;96;996;1;0;3;3;3;3;3;3;3;3;3;3;3;19;0;0;0;0;0;0;0;0;0;0;96;96;96;96;96;96;96;96;96;96;1;1;1;1;1;1;1;1;1;2;5;99;99;2;1;96;6;1;7;5;5;63
37457199;9;1;75;5;1;3;3;13;1;0;4;2;1;4;4;3;3;2;4;2;4;1;2;4;5;6;7;8;9;10;11;0;96;3;96;96;3;96;3;96;96;3;1;1;3;3;1;1;1;1;1;6;2;2;2;1;1;96;6;12;5;4;4;5
