nquest;versao;pf1;idade1;idade;sexo;p1;p2;p2a;p2b;p2c;p3a;p3b;p3c;p3d;p3e;p3f;p3g;p3h;p3i;p3j;p3k;p4a;p4b;p4c;p4d;p4e;p4f;p4g;p4h;p4i;p4j;p4k;p6a;p6b;p6c;p6d;p6e;p6f;p6g;p6h;p6i;p6j;p7a;p7b;p7c;p7d;p7e;p7f;p7g;p7h;p8a;p8b;p8c;p9;p10;p11;p12;partido;religiao;pea;escola;rendaf;regiao;bairro
37473507;9;1;38;3;1;99;6;45;2;10;4;1;1;4;4;2;3;1;4;1;4;1;2;3;4;5;7;8;9;11;0;0;6;2;96;10;6;6;10;6;10;96;1;1;1;1;1;1;1;1;4;5;7;1;1;2;1;4;6;4;5;3;5;12
37473513;9;1;46;4;2;96;96;990;1;0;4;2;1;4;4;2;4;1;2;1;4;19;0;0;0;0;0;0;0;0;0;0;96;96;8;96;96;96;96;8;8;8;1;3;3;3;3;3;3;3;1;2;5;3;1;96;1;96;9;4;8;5;2;29
37473514;9;1;60;5;1;2;2;994;1;0;4;1;1;4;4;3;4;1;3;1;4;6;0;0;0;0;0;0;0;0;0;0;2;2;2;2;6;10;3;6;10;3;1;1;3;1;1;1;1;1;5;8;7;2;1;2;1;1;2;1;5;1;4;31
37473516;9;1;31;2;2;10;10;994;1;0;4;2;1;4;4;2;4;2;4;1;4;3;0;0;0;0;0;0;0;0;0;0;96;96;8;10;96;10;10;8;10;8;1;1;3;2;1;1;1;2;1;2;5;2;2;2;1;96;5;6;7;3;3;79
37473517;9;1;57;4;2;2;6;994;99;0;4;2;2;4;4;3;4;2;4;2;4;8;0;0;0;0;0;0;0;0;0;0;2;2;2;2;6;10;10;6;10;99;1;1;2;1;1;1;1;1;2;4;8;2;1;95;1;1;2;2;4;1;3;92
37473531;9;1;63;5;1;2;2;994;1;0;4;3;3;4;4;4;3;2;4;1;4;1;0;0;0;0;0;0;0;0;0;0;2;2;2;2;96;96;96;96;96;96;1;1;2;2;1;1;1;1;1;2;4;1;2;96;1;96;6;6;1;1;5;3
37473537;9;1;30;2;1;98;9;994;2;8;4;1;1;3;3;1;3;1;1;1;4;1;3;4;5;6;7;11;0;0;0;0;2;2;8;2;6;10;10;8;8;8;1;1;3;2;2;2;1;2;1;7;2;1;1;2;1;98;2;6;8;6;3;23
37473580;9;1;58;4;2;8;8;50;1;0;4;1;2;3;4;2;1;1;4;1;3;2;3;10;0;0;0;0;0;0;0;0;6;3;8;10;6;6;10;8;8;8;1;1;3;3;1;3;3;2;1;2;5;2;2;1;1;96;6;12;7;4;5;61
37473584;9;1;64;5;2;10;10;15;1;0;4;1;3;4;4;4;4;2;4;1;3;5;0;0;0;0;0;0;0;0;0;0;2;2;2;10;3;10;10;8;10;3;1;1;2;1;1;1;1;1;5;1;2;2;1;1;1;95;1;7;1;1;3;45
37473585;9;1;35;3;2;99;8;994;2;6;3;1;1;3;3;2;3;1;3;1;3;2;0;0;0;0;0;0;0;0;0;0;6;3;8;10;6;10;3;8;8;8;1;1;3;3;1;2;1;1;1;2;8;2;2;2;1;4;5;7;7;4;4;75
37473592;9;1;37;3;2;6;6;45;1;0;4;2;1;4;4;1;4;2;3;1;3;3;0;0;0;0;0;0;0;0;0;0;6;2;2;10;6;6;10;6;10;8;1;1;1;1;2;2;1;2;7;2;1;1;1;2;1;96;6;1;8;5;5;61
37473610;9;1;71;5;1;6;6;45;1;0;4;2;1;4;3;1;3;2;4;2;4;5;7;8;0;0;0;0;0;0;0;0;6;2;2;2;6;6;3;6;96;3;1;1;1;1;1;2;1;1;1;2;3;3;1;2;1;96;2;6;2;4;1;9
37473611;9;1;50;4;2;99;3;13;1;0;4;3;1;4;3;3;3;3;4;1;4;8;0;0;0;0;0;0;0;0;0;0;2;3;2;10;3;10;3;6;10;3;1;1;1;1;1;1;1;1;1;6;7;1;2;1;1;95;2;7;1;1;3;33
37473616;9;1;17;1;2;6;6;45;2;10;4;2;2;4;4;2;2;4;4;2;4;2;0;0;0;0;0;0;0;0;0;0;6;3;2;10;6;6;10;6;10;99;1;1;3;1;1;2;1;2;5;1;2;2;2;99;1;96;6;13;4;4;3;26
37473678;9;1;55;4;2;96;6;994;2;3;4;2;2;4;4;2;2;2;4;2;4;2;7;0;0;0;0;0;0;0;0;0;6;3;8;10;6;6;99;6;99;3;1;1;3;2;1;1;1;2;1;5;2;2;1;2;1;96;9;5;7;7;3;53
37473679;9;1;35;3;2;2;2;10;1;0;4;1;1;4;4;2;2;2;1;1;4;8;0;0;0;0;0;0;0;0;0;0;2;2;2;2;6;6;10;6;10;96;1;1;2;2;1;1;1;1;1;2;7;1;2;2;1;96;1;10;5;2;2;83
37473685;9;1;38;3;1;6;6;45;1;0;4;1;1;4;4;2;1;1;4;1;4;2;3;8;10;0;0;0;0;0;0;0;6;2;2;2;6;6;3;6;8;3;1;1;2;2;1;1;2;1;2;1;5;1;1;2;1;96;3;1;7;3;3;79
37473701;9;1;44;3;1;99;10;15;2;8;4;4;4;4;4;4;4;1;4;3;4;1;2;3;4;5;6;7;9;11;0;0;96;96;8;10;99;10;10;8;10;8;1;1;3;1;1;1;2;1;1;2;7;1;1;96;99;96;6;7;5;1;3;42
37473721;9;1;45;4;2;3;3;13;1;0;4;3;1;4;4;3;3;1;3;1;3;2;0;0;0;0;0;0;0;0;0;0;96;3;8;10;3;10;3;8;8;3;1;1;2;2;1;1;2;1;2;5;8;2;2;1;1;2;6;1;7;2;3;27
37473731;9;1;27;2;1;6;6;45;2;10;3;1;1;4;4;1;4;1;2;1;4;3;8;0;0;0;0;0;0;0;0;0;6;2;96;10;6;6;10;6;10;96;1;1;2;1;1;2;1;1;1;5;2;1;1;2;1;96;6;6;6;5;2;83
37473733;9;1;34;2;2;99;1;994;2;96;1;1;1;4;4;2;1;1;4;2;4;2;6;7;0;0;0;0;0;0;0;0;96;3;8;10;3;10;3;8;8;8;1;1;2;3;1;2;3;1;5;2;8;2;2;1;1;96;4;13;6;1;5;12
37473766;9;1;71;5;2;6;6;45;1;0;4;3;2;4;4;2;4;2;2;2;4;8;10;0;0;0;0;0;0;0;0;0;6;2;2;2;6;6;3;6;8;8;1;1;2;1;1;1;1;2;1;2;3;2;2;2;1;4;2;12;5;1;3;30
37473785;9;1;19;1;2;96;6;45;1;0;4;1;1;4;4;2;2;4;3;1;4;3;7;10;0;0;0;0;0;0;0;0;6;2;2;2;6;6;3;6;8;8;1;1;2;2;1;2;1;1;1;5;2;2;1;99;1;95;9;10;5;1;1;49
37473798;9;1;35;3;2;99;10;15;2;6;4;2;2;4;4;3;4;4;4;2;4;2;3;7;8;9;11;0;0;0;0;0;6;2;2;10;6;10;10;6;10;3;1;1;3;1;1;2;1;2;1;5;2;2;1;1;1;96;1;6;4;1;3;30
37473806;9;1;60;5;1;6;6;45;1;0;1;1;1;1;1;1;1;1;1;1;1;1;2;3;4;5;7;8;9;10;11;0;6;96;96;96;6;6;96;6;96;96;1;1;2;2;1;1;2;2;1;2;7;1;1;96;1;98;6;12;7;5;3;37
37473807;9;1;40;3;1;98;96;990;1;0;2;1;1;4;4;2;2;1;4;1;4;1;3;4;5;6;7;8;9;10;11;0;2;2;2;2;96;96;96;96;96;96;1;1;3;3;1;1;1;1;4;8;5;2;2;96;1;96;5;1;8;4;3;22
37473811;9;1;45;4;1;2;2;45;2;10;4;2;2;4;4;3;4;2;4;2;4;3;7;0;0;0;0;0;0;0;0;0;2;2;2;2;6;10;10;8;10;3;1;1;2;1;1;1;1;2;1;2;5;1;1;2;1;96;6;2;5;2;5;68
37473812;9;1;26;2;1;96;96;996;1;0;4;3;3;4;4;4;4;1;4;1;4;19;0;0;0;0;0;0;0;0;0;0;96;96;96;10;96;10;10;96;10;96;1;1;3;1;1;3;3;1;1;2;4;3;1;2;1;96;1;1;5;1;3;19
37473818;9;1;66;5;1;6;6;45;1;0;4;2;1;4;4;1;3;1;2;1;3;2;10;0;0;0;0;0;0;0;0;0;6;3;8;10;6;6;3;6;8;3;1;1;2;2;1;1;2;1;2;1;6;3;2;2;1;4;6;12;7;5;3;15
37473836;9;1;55;4;1;2;2;994;1;0;4;1;1;4;4;3;4;1;4;1;4;1;3;4;5;6;7;8;9;10;11;0;2;2;2;2;99;96;3;96;96;3;1;1;1;1;1;1;1;1;1;4;5;1;1;96;1;95;6;10;2;1;2;84
37473842;9;1;52;4;2;96;96;996;1;0;3;1;1;4;4;4;1;1;4;1;4;4;5;7;9;0;0;0;0;0;0;0;6;2;2;2;6;6;96;6;8;8;1;1;1;1;1;3;1;3;1;2;5;1;1;1;1;96;9;11;3;2;2;11
37473859;9;1;54;4;1;6;6;45;1;0;2;1;1;4;4;1;1;1;2;1;2;2;7;9;0;0;0;0;0;0;0;0;6;3;8;10;6;6;3;6;8;8;1;1;3;3;1;2;3;1;1;5;2;2;2;2;1;96;5;6;7;4;4;93
37473885;9;1;20;1;1;96;2;994;2;10;4;2;2;4;4;3;2;4;4;2;4;3;6;0;0;0;0;0;0;0;0;0;2;2;2;2;6;10;10;6;10;8;1;1;2;3;1;1;1;1;1;2;7;2;2;99;1;96;10;10;5;3;2;64
37473915;9;1;64;5;2;2;2;10;1;0;4;1;1;4;4;2;4;2;4;1;4;3;8;9;0;0;0;0;0;0;0;0;6;2;2;2;6;10;10;6;10;3;1;1;1;1;1;1;1;1;1;2;7;1;2;99;1;96;6;11;4;1;3;42
37473917;9;1;30;2;1;10;10;994;2;6;3;1;1;4;4;1;1;1;4;1;4;1;3;5;9;11;0;0;0;0;0;0;2;2;2;10;6;10;10;6;10;96;1;1;2;1;1;3;2;1;1;2;5;1;1;99;1;96;6;1;7;5;3;37
37473927;9;1;46;4;1;99;10;994;2;96;4;1;3;4;4;4;3;1;4;1;4;1;2;3;4;5;6;7;8;9;11;0;2;2;2;10;96;10;3;96;10;96;1;1;3;1;1;3;3;3;1;96;0;2;1;2;1;96;6;7;3;2;2;11
37473931;9;1;48;4;2;99;6;994;2;2;4;2;2;4;4;1;1;1;4;1;1;8;11;0;0;0;0;0;0;0;0;0;99;2;2;99;6;6;10;6;10;3;1;1;3;99;1;2;1;1;8;2;5;2;1;1;1;96;6;1;3;3;3;42
37473937;9;1;51;4;2;2;2;10;1;0;4;1;2;4;4;3;4;2;4;2;4;1;4;5;7;8;9;11;0;0;0;0;2;2;2;2;6;10;10;6;10;3;1;1;3;1;1;3;1;1;1;5;2;2;1;2;1;96;9;10;3;1;5;73
37473982;9;1;43;3;2;2;2;18;1;0;4;1;2;4;3;2;1;1;4;1;2;3;0;0;0;0;0;0;0;0;0;0;2;2;2;2;96;96;96;96;96;96;1;1;1;1;1;2;1;2;1;7;2;1;1;2;1;96;6;1;7;3;4;36
37473984;9;1;75;5;2;3;3;13;1;0;4;1;1;4;4;1;2;1;2;1;4;6;10;0;0;0;0;0;0;0;0;0;96;3;8;96;3;96;3;8;8;3;1;1;3;2;1;1;1;1;1;7;2;2;2;1;1;96;5;12;7;4;2;71
37473992;9;1;53;4;2;99;99;990;0;0;4;2;2;4;4;4;4;2;4;1;4;19;0;0;0;0;0;0;0;0;0;0;96;99;96;10;99;10;10;8;10;99;1;1;3;3;1;99;1;1;1;2;5;2;2;1;1;96;1;4;1;1;3;30
37474001;9;1;25;2;2;98;10;13;2;96;4;3;3;4;4;3;3;3;4;3;4;1;4;5;7;8;9;0;0;0;0;0;2;3;2;10;3;10;3;96;10;3;1;1;1;1;1;3;1;1;1;2;8;1;1;99;1;98;6;10;5;1;3;23
37474030;9;1;57;4;2;6;6;994;1;0;4;1;1;4;4;1;2;1;1;1;4;7;0;0;0;0;0;0;0;0;0;0;6;3;2;10;6;6;3;6;10;3;1;1;3;1;1;2;1;3;1;5;7;1;1;1;1;96;5;11;5;5;5;40
37474048;9;1;75;5;2;6;6;45;1;0;4;1;1;4;4;1;3;1;3;1;4;2;3;9;0;0;0;0;0;0;0;0;6;3;96;10;6;6;10;6;10;96;1;1;3;3;1;3;1;3;5;1;2;2;1;1;1;4;6;12;2;1;4;93
37474052;9;1;46;4;1;99;6;45;1;0;4;2;1;4;4;1;3;1;4;1;4;2;9;0;0;0;0;0;0;0;0;0;6;96;96;10;6;6;10;6;10;8;1;1;3;3;1;1;1;1;1;2;7;2;2;1;1;96;6;7;5;4;5;3
37474054;9;1;69;5;2;6;6;45;2;2;4;1;1;4;4;2;4;1;4;1;4;3;8;10;0;0;0;0;0;0;0;0;6;2;2;2;6;6;96;6;96;96;1;1;1;1;1;1;1;1;1;2;4;1;1;1;1;96;6;12;5;3;3;27
37474062;9;1;71;5;1;3;3;13;1;0;4;4;1;4;4;4;4;1;4;1;4;1;2;4;5;6;7;8;9;10;11;0;96;3;8;10;3;10;3;8;8;3;1;1;3;2;1;1;1;2;1;5;7;2;1;1;1;2;9;12;5;3;3;37
37474128;9;1;56;4;1;96;96;996;1;0;1;1;1;1;1;1;1;1;1;1;1;19;0;0;0;0;0;0;0;0;0;0;96;96;96;96;96;96;96;96;96;96;1;1;3;1;1;1;3;3;1;2;4;1;1;1;2;96;10;5;7;2;3;79
37474131;9;1;52;4;1;8;8;990;1;0;2;1;1;2;2;1;1;1;3;1;2;2;6;10;0;0;0;0;0;0;0;0;96;3;8;96;3;96;3;8;8;8;1;1;3;3;1;1;2;1;1;2;5;2;2;1;1;2;6;1;7;5;3;92
37474136;9;1;25;2;2;10;10;15;2;2;3;2;1;3;3;2;3;1;3;1;3;3;0;0;0;0;0;0;0;0;0;0;2;2;8;10;6;10;10;8;10;8;1;1;1;1;1;1;1;3;1;2;3;1;1;99;1;96;9;11;5;1;3;69
37474165;9;1;60;5;1;2;2;994;2;6;4;2;1;4;4;1;3;1;4;1;4;3;0;0;0;0;0;0;0;0;0;0;2;2;2;2;6;6;96;6;96;96;1;2;2;1;1;1;1;1;1;8;4;1;1;99;1;4;6;12;7;4;3;96
37474215;9;1;41;3;1;6;6;45;1;0;4;2;1;4;4;1;2;1;4;1;4;2;3;8;10;0;0;0;0;0;0;0;6;96;96;96;6;6;96;6;96;96;1;1;3;1;1;1;1;1;1;8;6;3;1;2;1;4;7;10;8;5;3;69
37474218;9;1;21;1;2;3;3;13;2;8;4;1;1;4;4;1;1;1;3;1;4;2;6;9;10;0;0;0;0;0;0;0;96;3;8;96;3;96;3;8;8;99;1;1;3;3;1;99;99;1;5;2;1;1;2;1;1;10;10;8;6;7;3;15
37474220;9;1;44;3;2;6;6;994;1;0;4;1;1;4;4;1;2;1;2;1;4;2;3;8;10;0;0;0;0;0;0;0;6;96;96;96;6;6;96;6;96;96;1;1;1;1;1;2;1;2;7;4;2;1;1;2;1;96;6;6;7;5;3;16
37474231;9;1;25;2;2;6;6;45;1;0;4;3;1;4;4;2;4;3;4;3;4;3;0;0;0;0;0;0;0;0;0;0;6;96;8;10;6;6;10;6;96;8;1;1;3;3;1;1;3;3;1;2;8;2;2;2;1;96;6;7;6;2;5;3
37474236;9;1;66;5;1;8;8;50;1;0;4;2;1;4;4;2;3;1;2;1;2;2;6;7;0;0;0;0;0;0;0;0;96;3;8;10;3;10;10;8;8;8;1;1;3;2;1;1;1;1;1;5;7;3;2;1;1;2;9;12;1;2;1;67
37474244;9;1;67;5;1;6;6;45;1;0;4;1;1;4;4;1;2;1;3;1;4;3;0;0;0;0;0;0;0;0;0;0;2;2;2;2;6;6;96;6;96;96;1;1;3;1;1;2;1;2;1;2;6;3;1;2;1;4;6;12;7;4;1;26
37474246;9;1;65;5;2;6;6;45;1;0;4;2;2;3;4;2;3;2;4;1;3;8;10;0;0;0;0;0;0;0;0;0;6;96;96;96;6;6;96;6;96;96;1;1;1;1;1;2;1;2;1;2;5;1;1;2;1;96;6;11;5;4;5;61
37474250;9;1;24;1;1;6;6;45;1;0;4;1;1;4;4;1;4;1;4;1;4;2;3;10;0;0;0;0;0;0;0;0;6;96;8;96;6;6;96;6;96;8;1;1;99;3;1;3;1;1;2;1;7;2;2;2;1;96;1;10;6;99;2;13
37474268;9;1;36;3;1;6;96;990;1;0;4;1;2;4;4;1;3;2;4;1;4;1;2;4;5;7;8;9;10;0;0;0;6;96;99;96;6;6;3;6;96;3;1;1;2;2;1;2;2;1;1;8;5;3;2;2;1;4;6;16;2;1;4;54
37474338;9;1;68;5;2;6;6;45;1;0;4;3;3;4;4;1;4;1;4;1;4;1;2;3;4;5;7;8;9;10;11;0;6;2;2;10;6;6;10;6;10;8;1;1;3;3;1;1;1;1;1;2;8;1;2;2;1;96;9;12;2;1;3;59
37474339;9;1;62;5;2;10;10;15;1;0;3;3;1;3;3;3;3;3;3;1;3;7;0;0;0;0;0;0;0;0;0;0;2;3;2;10;3;10;10;6;10;3;1;2;2;3;1;2;1;1;1;2;5;2;2;1;1;96;2;11;5;1;3;23
37474341;9;1;22;1;1;99;96;990;1;0;3;3;2;4;3;3;4;4;4;3;4;3;0;0;0;0;0;0;0;0;0;0;2;2;2;10;6;10;10;8;10;3;1;1;3;3;1;1;1;3;1;5;2;1;1;1;1;96;3;2;3;1;3;30
37474356;9;1;36;3;1;10;10;994;1;0;4;4;1;4;4;4;4;1;4;1;4;2;0;0;0;0;0;0;0;0;0;0;6;3;8;10;6;10;10;8;10;8;1;1;1;1;1;2;3;3;2;4;1;1;1;99;1;96;6;2;3;2;2;83
37474359;9;1;45;4;2;2;10;994;1;0;4;1;1;4;4;3;4;1;4;2;4;8;0;0;0;0;0;0;0;0;0;0;2;2;2;10;3;10;10;6;10;3;1;1;1;3;1;1;2;1;5;7;1;1;2;1;1;96;6;1;5;1;3;994
37474385;9;1;46;4;2;3;3;13;1;0;4;1;1;4;4;2;2;1;2;1;4;2;0;0;0;0;0;0;0;0;0;0;96;3;96;96;3;96;3;8;96;3;1;1;2;3;1;1;1;1;1;5;6;2;2;1;1;2;6;1;7;4;3;69
37474387;9;1;22;1;2;2;2;45;2;3;3;1;1;4;3;3;3;3;3;1;4;6;7;9;0;0;0;0;0;0;0;0;2;3;2;2;3;10;3;6;10;3;1;1;2;2;1;2;1;2;1;8;6;1;1;95;1;96;2;10;5;1;5;40
37474389;9;1;44;3;2;3;3;994;1;0;4;1;1;4;4;2;2;1;2;1;2;2;6;10;0;0;0;0;0;0;0;0;96;3;8;96;3;96;3;8;8;3;1;2;3;2;1;1;1;1;1;5;7;2;2;1;1;2;6;1;7;5;3;69
37474391;9;1;19;1;1;3;3;13;2;8;4;3;1;4;4;3;3;2;3;2;4;2;6;9;0;0;0;0;0;0;0;0;96;3;8;10;3;10;3;8;8;3;2;2;3;3;2;99;3;1;8;5;1;2;2;99;1;96;10;13;5;5;4;78
37474413;9;1;28;2;1;2;2;10;1;0;4;1;1;4;3;1;2;2;3;1;3;1;0;0;0;0;0;0;0;0;0;0;2;2;2;2;3;6;10;6;10;3;1;1;2;1;1;1;1;1;1;7;6;2;1;1;1;96;6;1;7;3;3;37
37474417;9;1;38;3;2;10;10;15;1;0;3;2;1;4;4;3;4;2;3;1;4;1;4;5;6;9;11;0;0;0;0;0;2;99;2;10;3;10;10;8;10;3;1;1;1;1;3;1;2;1;4;1;2;1;1;99;1;2;6;11;5;4;3;30
37474422;9;1;52;4;1;96;96;996;1;0;4;1;1;4;4;2;2;1;2;1;4;6;0;0;0;0;0;0;0;0;0;0;96;96;96;96;96;96;96;96;96;96;1;1;1;1;1;3;1;1;8;1;2;3;3;99;99;96;9;1;1;2;3;42
37474424;9;1;55;4;1;6;6;45;1;0;4;2;1;4;4;1;2;1;2;1;4;3;5;7;8;10;0;0;0;0;0;0;6;96;96;96;6;6;96;6;96;96;1;1;1;1;1;2;3;2;1;3;4;1;1;2;1;96;9;5;7;4;4;95
37474433;9;1;17;1;2;99;10;994;2;3;4;3;2;4;4;4;4;4;3;2;4;7;0;0;0;0;0;0;0;0;0;0;2;3;2;10;3;10;3;8;10;3;1;1;2;2;1;2;2;2;1;8;3;1;1;99;1;2;1;13;4;2;3;42
37474443;9;1;30;2;1;8;8;994;2;7;4;1;2;4;4;4;2;1;4;2;4;2;3;0;0;0;0;0;0;0;0;0;96;96;8;10;6;10;10;8;8;8;1;1;1;1;1;1;3;1;1;4;2;1;1;1;1;96;9;10;5;1;2;11
37474511;9;1;52;4;2;2;2;994;1;0;4;1;1;4;4;3;1;1;3;2;3;3;8;0;0;0;0;0;0;0;0;0;2;2;2;2;6;6;96;6;96;96;1;1;2;2;1;1;1;1;1;7;5;2;2;2;1;96;9;1;5;1;3;30
37474529;9;1;24;1;2;99;2;994;2;10;4;2;3;4;4;4;4;4;4;1;4;3;0;0;0;0;0;0;0;0;0;0;2;2;2;10;99;10;96;96;10;96;1;1;3;3;1;1;1;2;5;1;2;2;2;99;1;95;9;10;4;1;3;30
37474534;9;1;42;3;1;2;2;10;1;0;4;1;1;4;3;4;3;2;3;1;3;1;3;5;6;0;0;0;0;0;0;0;2;2;2;2;96;10;10;8;10;8;1;1;2;2;1;1;2;1;1;5;8;1;1;2;1;96;6;7;5;3;3;33
37474538;9;1;41;3;2;6;6;45;1;0;4;1;1;4;4;1;3;1;4;1;4;2;3;8;10;0;0;0;0;0;0;0;6;3;8;10;6;6;10;6;10;8;1;1;1;1;1;1;1;2;1;4;2;1;1;2;1;96;6;1;8;6;3;44
37474540;9;1;42;3;2;2;2;10;1;0;4;1;1;4;4;2;4;1;4;1;4;7;0;0;0;0;0;0;0;0;0;0;2;2;2;2;6;10;10;8;10;8;1;1;3;1;3;1;3;1;2;1;8;1;1;1;1;96;6;10;5;1;2;11
37474543;9;1;44;3;2;6;6;994;1;0;4;1;1;4;4;1;2;1;4;1;4;8;10;0;0;0;0;0;0;0;0;0;6;2;2;2;6;6;96;6;96;96;1;1;3;3;1;1;1;1;1;5;2;2;2;2;1;96;6;11;3;3;5;73
37474545;9;1;60;5;2;96;96;996;1;0;3;2;2;3;3;2;2;2;3;2;3;2;3;7;10;0;0;0;0;0;0;0;6;96;8;10;6;10;10;6;8;8;1;1;2;1;1;1;1;2;1;2;4;1;2;96;2;96;5;1;2;3;1;26
37474579;9;1;18;1;1;3;3;994;2;99;4;1;1;4;4;2;2;4;4;2;3;2;0;0;0;0;0;0;0;0;0;0;96;3;96;96;3;96;3;96;96;3;1;2;3;3;1;2;2;1;1;5;8;3;3;99;1;96;9;13;6;7;3;85
37474582;9;1;32;2;1;98;96;996;2;10;4;3;2;4;4;4;2;2;4;2;4;3;0;0;0;0;0;0;0;0;0;0;2;2;2;2;6;10;10;8;10;8;1;2;1;1;1;1;1;1;4;3;1;1;1;2;1;96;1;10;7;2;4;35
37474607;9;1;17;1;2;6;6;45;1;0;4;2;2;4;4;2;3;4;4;2;4;7;9;0;0;0;0;0;0;0;0;0;6;2;2;2;6;6;3;6;10;3;1;1;2;2;1;1;1;1;1;2;5;99;99;99;99;96;1;13;4;2;3;27
37474632;9;1;29;2;2;96;10;15;1;0;4;3;3;4;4;4;3;2;3;2;4;1;2;3;4;5;6;7;8;9;11;0;2;2;2;10;96;10;10;96;10;96;1;1;2;1;1;2;1;1;1;5;2;3;1;96;1;96;1;1;5;3;2;11
37474633;9;1;54;4;1;2;2;994;1;0;4;1;1;4;4;4;2;3;4;2;4;3;10;0;0;0;0;0;0;0;0;0;2;2;2;2;6;6;96;6;96;96;1;1;1;3;1;3;1;1;1;2;3;1;1;96;1;96;2;7;1;1;3;23
37474656;9;1;60;5;2;6;6;45;1;0;2;1;1;4;4;1;1;1;2;1;1;2;3;10;11;0;0;0;0;0;0;0;6;96;96;10;6;6;10;6;10;96;1;1;3;2;1;1;2;2;1;5;6;3;2;2;1;4;6;12;5;3;1;9
37474675;9;1;60;5;1;6;6;45;1;0;4;2;2;4;4;2;2;2;2;2;4;2;3;10;0;0;0;0;0;0;0;0;6;96;96;96;6;6;96;6;96;96;1;1;2;2;1;2;2;1;4;1;8;2;2;2;1;96;6;1;7;6;3;92
37474680;9;1;36;3;1;6;6;45;1;0;4;1;1;4;4;1;4;1;1;1;3;2;8;9;0;0;0;0;0;0;0;0;6;3;8;10;6;6;3;6;10;3;1;1;2;1;1;2;1;2;1;2;5;1;1;2;1;96;9;6;7;5;3;44
37474688;9;1;66;5;1;6;6;45;1;0;3;1;2;4;3;1;3;2;3;2;4;2;3;10;0;0;0;0;0;0;0;0;6;96;96;96;6;6;96;6;96;96;1;1;1;2;1;3;1;3;3;1;7;1;1;2;1;96;5;6;5;4;4;82
37474723;9;1;30;2;2;99;8;994;2;3;4;2;1;4;2;2;2;1;4;1;4;2;7;0;0;0;0;0;0;0;0;0;96;3;8;10;3;10;10;8;10;3;1;1;2;2;1;1;1;1;2;7;8;2;1;1;1;2;6;1;5;1;5;37
37474724;9;1;44;3;2;6;6;45;1;0;4;4;1;4;4;1;2;2;2;1;2;1;7;8;0;0;0;0;0;0;0;0;6;3;8;10;6;6;3;6;8;3;1;1;1;1;1;1;1;2;2;5;4;1;1;1;1;4;6;7;3;1;3;33
37474755;9;1;44;3;2;96;7;28;2;96;4;1;1;4;4;3;1;1;3;1;4;1;3;11;0;0;0;0;0;0;0;0;2;2;8;96;6;10;10;96;10;96;1;1;2;2;1;3;1;1;1;7;5;2;1;2;1;96;6;7;2;1;99;3
37474767;9;1;19;1;2;2;2;10;1;0;4;1;2;4;4;1;2;2;4;2;4;1;3;4;5;6;7;8;9;10;11;0;2;2;2;2;6;6;10;8;8;8;1;1;2;2;1;1;1;1;5;1;2;1;1;99;1;96;6;1;5;5;2;64
37474770;9;1;53;4;2;10;10;15;1;0;4;1;1;4;4;4;1;1;4;1;4;2;0;0;0;0;0;0;0;0;0;0;96;96;8;10;96;10;10;8;10;8;1;1;3;1;1;1;3;3;1;2;5;2;1;99;1;96;6;4;3;3;2;29
37474798;9;1;20;1;2;99;2;994;1;0;4;3;3;4;3;4;4;4;4;3;4;11;0;0;0;0;0;0;0;0;0;0;2;2;2;2;6;6;3;6;8;3;1;1;2;99;2;1;1;1;1;5;7;99;1;1;1;96;9;11;4;3;2;83
37474805;9;1;43;3;2;99;6;45;1;0;4;1;1;4;4;1;4;1;4;1;4;2;4;5;7;8;9;0;0;0;0;0;6;96;96;96;6;6;96;6;96;96;1;1;3;1;1;1;1;1;5;1;2;2;2;2;1;98;6;1;5;3;3;45
37474812;9;1;56;4;1;6;6;45;1;0;1;1;1;2;2;1;1;1;1;1;2;1;2;3;4;5;7;8;9;10;11;0;6;96;96;96;6;6;96;6;96;96;1;1;3;1;3;2;2;1;1;2;3;1;1;2;1;96;9;7;5;2;4;87
37474880;9;1;55;4;1;6;6;45;1;0;4;1;1;4;3;1;2;2;3;2;3;99;0;0;0;0;0;0;0;0;0;0;6;2;2;10;6;6;3;6;8;3;1;1;1;1;2;1;1;1;2;3;7;1;1;2;1;4;6;3;8;4;4;54
37474925;9;1;68;5;1;2;2;10;1;0;4;1;1;4;4;3;3;1;4;1;4;7;9;11;0;0;0;0;0;0;0;0;2;2;2;2;6;6;10;6;10;3;1;1;3;1;1;1;2;1;1;2;6;2;1;1;1;4;1;4;1;2;4;31
37474932;9;1;24;1;1;3;3;13;1;0;4;2;2;4;4;2;2;2;2;1;4;2;10;0;0;0;0;0;0;0;0;0;6;3;8;96;3;6;3;8;8;3;1;1;3;3;1;1;2;1;2;1;8;2;2;1;1;95;9;10;6;1;4;93
37474948;9;1;70;5;1;6;6;45;1;0;4;2;1;4;4;1;3;3;3;2;4;5;7;8;10;11;0;0;0;0;0;0;6;3;96;96;6;6;3;6;96;3;1;1;99;3;1;1;1;1;1;8;6;3;2;2;1;4;6;12;5;3;5;40
37474971;9;1;28;2;2;3;3;13;1;0;4;1;1;4;4;2;2;1;2;1;2;2;0;0;0;0;0;0;0;0;0;0;6;3;8;10;3;10;3;8;8;3;1;1;3;2;1;1;2;2;1;2;6;2;2;1;1;2;5;1;7;4;5;64
